Freq,Normal,Fault
830.5882352941177,3.1569712102655214,0.7600399173307618
834.1176470588235,3.0773753485425597,0.7491068325686775
837.6470588235294,3.0002398952433813,0.7384359797952438
841.1764705882352,2.9255602459590593,0.728018455598794
844.7058823529411,2.8533144763592384,0.7178457452035357
848.2352941176471,2.7834668383925134,0.7079097019565602
851.7647058823529,2.7159707398552815,0.6982025280700856
855.2941176470588,2.650771262437719,0.68871675653265
858.8235294117646,2.587807273047727,0.6794452341094773
862.3529411764706,2.5270131806941083,0.6703811053581888
865.8823529411765,2.468320387374355,0.6615177975915287
869.4117647058823,2.4116584769001843,0.6528490067238227
872.9411764705882,2.3569561808480457,0.6443686839425411
876.4705882352941,2.3041421561349913,0.6360710231506231
880.0,2.253145604275914,0.6279504491291602
883.5294117647059,2.203896758280844,0.6200016063736793
887.0588235294117,2.1563272594511074,0.6122193485606193
890.5882352941176,2.110370443044056,0.6045987286036871
894.1176470588235,2.0659615488881387,0.597134989262632
897.6470588235294,2.023037870518901,0.5898235542696179
901.1764705882352,1.9815388542403423,0.5826600199408019
904.7058823529411,1.941406157659692,0.5756401472429787
908.2352941176471,1.9025836756614272,0.5687598542872321
911.7647058823529,1.8650175404440126,0.5620152092234516
915.2941176470588,1.8286561011084694,0.5554024235113556
918.8235294117646,1.7934498873326457,0.5489178455453123
922.3529411764706,1.759351560862924,0.5425579546117654
925.8823529411765,1.7263158578834934,0.5363193551594981
929.4117647058823,1.694299524762423,0.5301987713642645
932.9411764705882,1.663261249206209,0.524193041970547
936.4705882352941,1.633161588465904,0.5182991153943153
940.0,1.6039628959154468,0.512514045071715
943.5294117647059,1.5756292470559141,0.5068349850395834
947.0588235294117,1.548126365779056,0.5012591857345949
950.5882352941176,1.5214215515418674,0.49578398999867856
954.1176470588235,1.495483607954816,0.49040682927912893
957.6470588235294,1.4702827731641812,0.48512522001256353
961.1764705882352,1.4457906523092154,0.47993676018254855
964.7058823529411,1.4219801522537918,0.4748391260413551
968.2352941176471,1.3988254187265559,0.4698300689868855
971.7647058823529,1.3763017759507834,0.46490741258636625
975.2941176470588,1.3543856688028924,0.46006904973890284
978.8235294117646,1.3330546075050669,0.4553129399694836
982.3529411764706,1.3122871148310709,0.45063710684744934
985.8823529411765,1.2920626757839564,0.4460396355228723
989.4117647058823,1.2723616896887107,0.4415186703746663
992.9411764705882,1.2531654246313095,0.43707241276462416
996.4705882352941,1.2344559741671741,0.43269911889190527
1000.0,1.2162162162162165,0.4283970977428252
